timestamp,x,y,z,qx,qy,qz,qw
1750597785.1156254,11.7328735416391,2.0420952230014904,0.015558181102407894,-0.5173438488428203,0.5334849753433427,-0.4807323729380168,0.4654519403298196
1750597785.141406,11.732967732665612,2.04215799984854,0.0155121686058169,-0.517335545888166,0.533497578098607,-0.48074307388791543,0.46543567120743184
1750597785.172841,11.733041647714119,2.0422067534764485,0.015475560565740945,-0.5173344417754331,0.533493339603744,-0.4807523095339394,0.46543221722301203
1750597785.2041554,11.73284832617672,2.042213967575332,0.015481020598947938,-0.5173444043887513,0.5334845970528058,-0.48075960391814404,0.46542362982075025
1750597785.2419708,11.732707571934894,2.0422043796140907,0.015482064117169394,-0.5173339614205417,0.5334846965026907,-0.4807711660984937,0.465423180349514
1750597785.2800727,11.732542413903431,2.042111808380769,0.015485040047992619,-0.517333646560741,0.5334785804821156,-0.48076994197606304,0.4654318050963924
1750597785.332442,11.732439083208686,2.042073737998736,0.015481353836076081,-0.5173214258822895,0.5334805796591178,-0.4807737940560384,0.46543911782170666
1750597785.363573,11.732210808807636,2.0419951365495352,0.015477404028551333,-0.5173313746723148,0.5334795489614607,-0.4807699556367749,0.46543320613869327
1750597785.3964212,11.73192170956903,2.0419036374475295,0.015450632301339367,-0.5173337969682981,0.5334726375924258,-0.4807560124429617,0.4654528375189984
1750597785.4296582,11.731782436771104,2.0419330433196743,0.015420880779512834,-0.5173289161518763,0.5334786836010509,-0.4807615641656771,0.4654455984080055
1750597785.4859383,11.731770720346114,2.041967649476162,0.015401908642592905,-0.5173255552140936,0.533479384439089,-0.4807635028180055,0.4654465282490375
1750597785.5048018,11.731559027891404,2.041931218157092,0.015390046217275445,-0.5173275341195984,0.5334764084133892,-0.48075938414316916,0.46545199394391623
1750597785.5344853,11.731424892409201,2.0419068334953003,0.0153419662210003,-0.5173248540001708,0.5334834988310863,-0.4807600751166144,0.4654461323101864
1750597785.5658753,11.73120526343171,2.041835415954945,0.015301034101925385,-0.5173112498064266,0.5334843036981098,-0.48077398620128403,0.4654459611207118
1750597785.598094,11.73087812866406,2.041762023188833,0.015303306731343216,-0.5173114736258099,0.5334825147471475,-0.48077956114384135,0.46544200422876314
1750597785.628753,11.730686370462381,2.0417959962073566,0.015294434076116534,-0.5173189041734952,0.533476920542882,-0.4807854170470228,0.4654341085349657
1750597785.6590326,11.730305497464649,2.0417022351902134,0.015324381025900299,-0.5173030679796158,0.5335035377226848,-0.4807853168227562,0.46542130400734666
1750597785.6921804,11.730099574288257,2.041678697921636,0.015331387156649922,-0.5172874553480261,0.533514583923779,-0.4807984940661562,0.4654123820698341
1750597785.7287126,11.72987037030735,2.0416699086423447,0.01533542158531303,-0.5172887872038894,0.5335123044590618,-0.4807964025995246,0.46541567536049594
1750597785.7619889,11.729732109944857,2.0416913828878016,0.015318645007981704,-0.5172965437107542,0.5335165912387217,-0.4807896831681041,0.46540908166583567
1750597785.7850437,11.729499306940037,2.0416815489342754,0.015344228579664191,-0.5172985767313163,0.5335192182605054,-0.4807806119820433,0.4654131813782522
1750597785.8662117,11.729217422124355,2.041701882444198,0.015366334794677802,-0.5172862404670296,0.5335265469195946,-0.4808013635603753,0.46539705408825266
1750597785.8930624,11.729066835328016,2.0417233905130394,0.015380941233972103,-0.5172974104928362,0.5335236157616294,-0.4807974536612298,0.4653920380441857
1750597785.9203339,11.728707329157853,2.041673097307057,0.015422430650082848,-0.5173004286636912,0.5335147216251642,-0.4807966624163493,0.4653996967369917
1750597785.940225,11.728411741328856,2.0416277005233567,0.015395056940627382,-0.5172991577147863,0.5335162416607697,-0.48079426161081273,0.46540184713197397
1750597785.9686327,11.728196309079784,2.041613286697945,0.015417429031459522,-0.5172967601498778,0.5335055881477251,-0.48080700020987793,0.46540356455743676
1750597786.01774,11.728000021082767,2.0416363074439765,0.015450049178690745,-0.5173019113225524,0.5334910614063879,-0.4808051778601587,0.46541637367456345
1750597786.0448692,11.727805443212446,2.041650411310192,0.015456801699749858,-0.5173031062439407,0.5335028895533774,-0.4808050591158472,0.465401609620308
1750597786.068976,11.727666765267626,2.041610985156234,0.015499018743943951,-0.5173247039395052,0.533496598236365,-0.48078570682311644,0.46540480710745363
1750597786.1063979,11.727620845227815,2.041624690488464,0.015534897056116832,-0.5173342832852379,0.5334949645322308,-0.48078172130337143,0.46540014892248394
1750597786.1383948,11.72746294047813,2.0415607065881387,0.015575106607143247,-0.5173286581512511,0.533507217187168,-0.480769088382815,0.46540540641486644
1750597786.1721072,11.727389366140502,2.041561185504848,0.01559846812304973,-0.5173257375313404,0.5335114976696563,-0.48077853924861813,0.46539398292188927
1750597786.1968687,11.72731305783441,2.04153541637423,0.015622493767860807,-0.5173190889250011,0.5335070970749415,-0.48079600190966,0.4653883777579346
1750597786.230102,11.727199548824393,2.0415295377833833,0.01566354259596563,-0.5173153301076602,0.5335170571118527,-0.4807997411637628,0.4653772748031101
1750597786.2695196,11.726936502781424,2.0414667659591483,0.01571388429562252,-0.5173184827787118,0.5335095775231532,-0.48080373580555225,0.4653782179067075
1750597786.313281,11.726686874441453,2.041438304716604,0.015741508795434803,-0.5173008636154043,0.5335145586758762,-0.4808249147059994,0.4653702113174096
1750597786.357916,11.726460882668126,2.0414181865166783,0.015789386829934353,-0.5172872011023588,0.5335298548040228,-0.4808217310383977,0.46537115141543184
1750597786.3786333,11.726398460265782,2.041429793358457,0.015811922603921644,-0.5172853369448123,0.5335261252114624,-0.4808201002976854,0.46537918415895946
1750597786.4036238,11.726301983230478,2.041435130755015,0.01585694963993238,-0.5172789105446457,0.5335343632137265,-0.48082373561523245,0.46537312690450994
1750597786.4265246,11.726099983320548,2.0414171420894633,0.015904420297799454,-0.5172864400191108,0.5335216016385785,-0.48081657182105914,0.46538678947688766
1750597786.4825401,11.72594299515784,2.0414189649210375,0.015950033051942827,-0.5172805836708139,0.5335296876331819,-0.4808274318204534,0.4653728085956127
1750597786.5215807,11.72594229790389,2.0414203153502477,0.01595904535745304,-0.517274652858934,0.5335298190916695,-0.48084430474419065,0.4653618164877259
1750597786.5562785,11.725634876591537,2.0413934118292345,0.01602649435549288,-0.5172641911525245,0.533545670453751,-0.4808492454381215,0.46535016627586073
1750597786.585955,11.72546142475346,2.0414028051511774,0.01607130388394897,-0.5172596687588596,0.5335531578561248,-0.4808527567170797,0.46534298014992864
1750597786.611127,11.725279609908474,2.0414059472991677,0.016112515145938266,-0.5172648237418177,0.5335569659925511,-0.48084710055056185,0.465338728296161
1750597786.663517,11.72495107481648,2.0413639595036672,0.016174149650706748,-0.5172733534659125,0.5335464863568002,-0.48082582583275657,0.46536324511363114
1750597786.704411,11.724738886459312,2.041375143157221,0.01621631494794366,-0.5172714518055683,0.5335488043075018,-0.48084100670355,0.46534701550704194
1750597786.7332344,11.72453063421871,2.0413901858137735,0.01624877211385214,-0.5172727503775726,0.5335498680273372,-0.4808366086756595,0.4653488968528057
1750597786.7668073,11.724260483689738,2.0413714213331353,0.016304439709807644,-0.5172671548898251,0.5335458669527329,-0.4808438061241675,0.4653522670427928
1750597786.810023,11.723943853232889,2.041354613959035,0.016343609226031494,-0.5172673906507269,0.5335416307742744,-0.48084581592138054,0.4653547852026646
1750597786.8465922,11.723653579777181,2.041374182912578,0.01638725300831569,-0.5172626958533354,0.5335477541624969,-0.4808512162536948,0.46534740284441056
1750597786.874275,11.723360990441659,2.0413851708846518,0.016440049395299684,-0.5172602554353984,0.5335356152852637,-0.4808778899215489,0.46533647004471934
1750597786.9168622,11.723153980130801,2.04140345226656,0.016488647019607405,-0.5172649779794659,0.5335370122820516,-0.48088779675070803,0.4653193806594503
1750597786.9454186,11.722784444717707,2.041391454044519,0.01653999136256142,-0.5172586689293867,0.5335488150885224,-0.4808977458362611,0.4653025783129036
1750597786.9721878,11.722431424740613,2.041380916278963,0.01660864321688158,-0.5172630782766665,0.5335420915251096,-0.4809123502945081,0.4652902919221197
1750597787.0053902,11.72214842239817,2.041400401432939,0.01666680936743767,-0.5172497061708854,0.5335529444903158,-0.48092178731906454,0.4652829583959456
1750597787.0371652,11.7219279575506,2.041408036599976,0.016699323852318117,-0.5172500681312865,0.5335502288535463,-0.48092372164590436,0.4652836707501788
1750597787.0854511,11.721599176879563,2.041379065798922,0.01676145839962419,-0.5172552891671754,0.5335539279670017,-0.48091939347482876,0.46527809830183053
1750597787.1256034,11.721232232797439,2.0413102992586865,0.016797226443366196,-0.5172753619243928,0.5335382489829873,-0.48091814715980913,0.4652750504277364
